time_epoch\tpid\ttop_rows\tmdla_cur_freq\tmali_cur_freq\tcpu_freqs\tthermal
1778947376	32020	29143 u0_a123      10 -10  19G 1.7G 165M S  225  24.7  13:31.40 io.github.openclawcn.app | 29572 root         20   0  10G 3.3M 2.7M S  0.0   0.0   0:00.02 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29569 root         20   0  10G 3.2M 2.5M S  0.0   0.0   0:00.02 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn | 27678 root         20   0  14G  37M  17M S  0.0   0.5   0:53.13 openclaw-qwen-dla-server 18082	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947380	32020	29143 u0_a123      10 -10  19G 1.7G 165M S  254  24.6  13:40.89 io.github.openclawcn.app | 29594 root         20   0  10G 3.3M 2.6M S  0.0   0.0   0:00.07 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29591 root         20   0  10G 3.1M 2.5M S  0.0   0.0   0:00.01 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn | 27678 root         20   0  14G  37M  17M S  0.0   0.5   0:53.13 openclaw-qwen-dla-server 18082	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947384	32020	29143 u0_a123      10 -10  19G 1.7G 165M R  208  24.8  13:49.59 io.github.openclawcn.app | 29617 root         20   0  10G 3.3M 2.6M S  0.0   0.0   0:00.06 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29614 root         20   0  10G 3.1M 2.4M S  0.0   0.0   0:00.02 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn | 27678 root         20   0  14G  37M  17M S  0.0   0.5   0:53.13 openclaw-qwen-dla-server 18082	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947387	32020	29143 u0_a123      10 -10  19G 1.7G 165M S  260  24.7  13:58.18 io.github.openclawcn.app | 29640 root         20   0  10G 3.3M 2.6M S  0.0   0.0   0:00.02 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29637 root         20   0  10G 3.2M 2.5M S  0.0   0.0   0:00.01 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn | 27678 root         20   0  14G  37M  17M S  0.0   0.5   0:53.13 openclaw-qwen-dla-server 18082	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947390	32020	29143 u0_a123      10 -10  19G 1.7G 165M S  528  24.9  14:15.04 io.github.openclawcn.app | 29662 root         20   0  10G 3.3M 2.7M S  0.0   0.0   0:00.01 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29659 root         20   0  10G 3.2M 2.5M S  0.0   0.0   0:00.05 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn | 27678 root         20   0  14G  37M  17M S  0.0   0.5   0:53.13 openclaw-qwen-dla-server 18082	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947395	32020	29143 u0_a123      10 -10  19G 1.7G 167M S  243  24.4  14:33.63 io.github.openclawcn.app | 29686 root         20   0  10G 3.3M 2.7M S  0.0   0.0   0:00.06 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29683 root         20   0  10G 3.2M 2.5M S  0.0   0.0   0:00.05 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn | 27678 root         20   0  14G  37M  17M S  0.0   0.5   0:53.13 openclaw-qwen-dla-server 18082	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947398	32020	29143 u0_a123      10 -10  19G 1.7G 165M S  203  24.4  14:41.77 io.github.openclawcn.app | 27678 root         20   0  14G  37M  17M S  6.0   0.5   0:53.13 openclaw-qwen-dla-server 18082 | 29709 root         20   0  10G 3.4M 2.7M S  0.0   0.0   0:00.03 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29706 root         20   0  10G 3.2M 2.6M S  0.0   0.0   0:00.06 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947402	32020	29143 u0_a123      10 -10  19G 1.7G 165M S  202  24.4  14:48.91 io.github.openclawcn.app | 27678 root         20   0  13G  36M  17M S 86.4   0.5   0:53.66 openclaw-qwen-dla-server 18082 | 29734 root         20   0  10G 3.4M 2.7M S  0.0   0.0   0:00.03 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29731 root         20   0  10G 3.2M 2.5M S  0.0   0.0   0:00.03 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  37M  19M S  0.0   0.5   0:02.20 openclaw-cn	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947406	32020	29143 u0_a123      10 -10  19G 1.6G 138M S  163  23.7  14:56.68 io.github.openclawcn.app | 27678 root         20   0  14G 825M 805M S 61.4  11.3   0:56.47 openclaw-qwen-dla-server 18082 | 29777 root         20   0  10G 3.3M 2.6M S  0.0   0.0   0:00.06 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29774 root         20   0  10G 3.1M 2.4M S  0.0   0.0   0:00.04 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  20M  19M S  0.0   0.2   0:02.20 openclaw-cn	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
1778947410	32020	29143 u0_a123      10 -10  19G 1.6G 139M S  370  23.3  15:09.51 io.github.openclawcn.app | 27678 root         20   0  14G  38M  18M S 16.2   0.5   0:57.35 openclaw-qwen-dla-server 18082 | 29801 root         20   0  10G 3.4M 2.7M S  0.0   0.0   0:00.08 grep -E io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn | 29798 root         20   0  10G 3.2M 2.5M S  0.0   0.0   0:00.03 sh -c top -b -n 1 | grep -E 'io.github.openclawcn.app|openclaw-qwen-dla-server|openclaw-cn' | 29196 u0_a123      20   0  11G  20M  19M S  0.0   0.2   0:02.20 openclaw-cn	900000000	390000000	;=cat=/scaling_cur_freq=,;=cat=/scaling_cur_freq=,	
